,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk
1508,47,male,2,free,little,NA,5110,24,radio/TV,good
1509,31,male,1,own,moderate,moderate,9864,36,business,good
1510,34,male,2,free,NA,NA,6534,60,car,good
1511,27,male,2,own,NA,rich,1354,10,radio/TV,good
1512,30,male,2,free,moderate,moderate,2869,36,car,good
1513,35,male,2,own,moderate,NA,2760,9,radio/TV,good
1514,31,male,2,own,rich,little,3658,12,car,good
1515,25,male,2,own,little,little,982,15,furniture/equipment,good
1516,25,female,1,own,moderate,moderate,2638,15,repairs,good
1517,29,male,2,own,moderate,moderate,2903,24,radio/TV,good
1518,44,male,1,own,NA,little,4723,6,car,good
1519,28,male,2,own,little,NA,2291,24,radio/TV,good
1520,50,male,2,rent,quite rich,NA,1243,6,car,good
1521,29,male,2,own,little,moderate,1110,12,radio/TV,good
1522,38,female,0,own,little,NA,933,12,car,good
1523,24,male,2,own,little,NA,1807,18,radio/TV,good
1524,40,male,3,rent,little,rich,1912,15,education,good
1525,29,female,1,rent,quite rich,NA,1130,12,furniture/equipment,bad
1526,46,male,2,free,little,little,6338,48,car,bad
1527,47,female,2,free,moderate,rich,1384,24,radio/TV,good
1528,41,male,2,own,moderate,moderate,2510,30,business,good
1529,32,female,2,own,little,moderate,2535,27,business,good
1530,35,female,2,free,quite rich,NA,5331,15,car,good
1531,24,male,2,own,moderate,moderate,6567,48,car,bad
1532,25,female,2,rent,little,moderate,2976,12,furniture/equipment,bad
1533,25,female,2,own,little,moderate,1213,9,radio/TV,good
1534,37,male,1,own,little,moderate,2125,9,radio/TV,good
1535,32,male,3,own,quite rich,NA,636,18,radio/TV,good
1536,35,female,2,free,little,little,1205,6,education,bad
1537,46,male,3,own,NA,NA,2483,21,car,good
1538,25,male,1,own,little,little,1145,9,radio/TV,good
1539,27,male,3,own,little,moderate,14034,60,car,bad
1540,63,male,2,own,NA,NA,7603,30,car,good
1541,40,male,2,own,NA,NA,3084,30,radio/TV,good
1542,32,male,3,free,little,NA,1512,18,radio/TV,good
1543,31,male,2,own,NA,rich,3155,24,radio/TV,good
1544,31,male,2,own,moderate,moderate,6155,20,car,good
1545,34,male,3,own,little,rich,1344,9,radio/TV,bad
1546,24,female,2,rent,rich,moderate,440,6,education,bad
1547,24,female,1,own,little,little,1235,12,car,bad
1548,66,female,1,own,quite rich,moderate,797,9,radio/TV,good
1549,21,female,2,rent,little,NA,2577,27,car,bad
1550,42,female,1,own,rich,NA,257,6,car,good
1551,48,male,1,own,quite rich,NA,1323,15,radio/TV,good
1552,26,female,2,rent,little,little,1889,18,radio/TV,bad
1553,60,female,2,rent,little,moderate,6423,48,business,bad
1554,37,male,2,own,rich,rich,1282,24,business,good
1555,34,male,2,own,little,moderate,6410,24,radio/TV,good
1556,22,male,1,rent,little,little,1994,24,radio/TV,bad
1557,45,female,1,own,little,moderate,767,8,radio/TV,good
1558,29,female,2,rent,rich,NA,2610,24,car,good
1559,38,female,2,own,little,NA,3387,4,car,good
1560,30,female,0,own,NA,moderate,3997,36,domestic appliances,good
1561,24,female,3,rent,little,moderate,11567,24,car,bad
1562,36,male,1,own,moderate,little,4387,18,car,good
1563,46,male,3,own,little,NA,6768,6,car,good
1564,27,female,1,rent,moderate,moderate,4287,30,business,bad
1565,33,male,2,own,moderate,little,2332,24,car,good
1566,24,male,1,own,little,moderate,1055,10,radio/TV,good
1567,42,male,2,own,NA,NA,3167,21,radio/TV,good
1568,23,male,2,own,quite rich,little,2490,24,furniture/equipment,good
1569,31,male,3,own,NA,little,14186,39,furniture/equipment,good
1570,29,male,1,own,little,little,1804,13,business,good
1571,24,female,2,rent,little,little,2518,15,car,good
1572,38,female,1,own,little,little,1281,12,car,bad
1573,27,male,2,own,NA,NA,5255,21,car,good
1574,34,male,2,own,little,NA,3036,15,car,good
1575,50,female,2,own,little,little,435,6,furniture/equipment,good
1576,24,female,1,own,little,little,983,18,car,bad
1577,24,female,1,rent,moderate,moderate,848,12,business,good
1578,26,female,2,own,little,NA,5778,30,radio/TV,good
1579,56,male,2,free,rich,NA,1562,12,repairs,bad
1580,33,female,2,rent,NA,little,1292,24,car,bad
1581,75,male,0,own,little,rich,1306,6,car,good
1582,40,male,2,free,NA,rich,1278,15,radio/TV,bad
1583,32,male,2,own,little,NA,1400,24,car,good
1584,36,male,2,own,little,little,698,12,car,bad
1585,60,female,2,own,NA,NA,5052,15,car,good
1586,25,female,2,rent,little,little,2131,18,furniture/equipment,bad
1587,25,male,1,own,little,little,2221,12,radio/TV,good
1588,31,male,3,free,NA,NA,12687,21,car,bad
1589,28,male,2,own,moderate,NA,2470,24,car,good
1590,41,male,1,own,little,moderate,1162,12,radio/TV,good
1591,32,male,1,own,little,little,3115,30,furniture/equipment,bad
1592,32,female,2,rent,NA,NA,2908,10,car,good
1593,29,male,2,rent,little,moderate,3624,12,furniture/equipment,good
1594,64,male,1,own,little,NA,1662,12,radio/TV,good
1595,27,female,2,rent,NA,little,2819,24,car,good
1596,26,female,3,own,little,little,8072,36,education,bad
1597,37,male,3,own,little,NA,3282,21,car,good
1598,53,male,2,own,moderate,NA,2230,24,radio/TV,good
1599,67,male,0,free,quite rich,rich,1487,12,car,good
1600,26,female,2,rent,NA,little,1378,24,car,bad
1601,38,male,2,own,little,NA,3542,36,car,good
1602,26,female,2,own,little,little,3516,18,radio/TV,good
1603,39,male,3,own,rich,NA,5718,36,car,good
1604,68,female,2,own,little,moderate,3879,18,repairs,good
1605,26,male,2,own,little,moderate,4940,39,radio/TV,bad
1606,61,male,2,own,rich,NA,1947,24,car,good
1607,32,male,1,own,little,moderate,1417,12,education,good
1608,24,female,1,own,moderate,moderate,843,12,car,bad
1609,61,male,3,own,NA,moderate,6475,20,car,good
1610,36,male,1,own,rich,moderate,1948,18,business,good
1611,41,male,2,own,quite rich,NA,2682,22,radio/TV,good
1612,39,male,2,own,NA,NA,2758,48,car,good
1613,51,male,2,free,little,moderate,6231,48,education,bad
1614,28,male,2,own,little,little,6005,40,education,bad
1615,40,female,2,own,little,moderate,1195,21,business,bad
1616,42,male,3,own,NA,NA,6320,24,car,good
1617,28,male,2,own,NA,NA,1228,6,furniture/equipment,good
1618,52,male,2,free,little,rich,2899,24,furniture/equipment,good
1619,33,male,2,rent,quite rich,NA,3069,24,furniture/equipment,good
1620,23,female,2,rent,moderate,NA,2308,9,furniture/equipment,good
1621,52,male,2,free,NA,little,7518,18,car,bad
1622,23,female,1,rent,little,NA,1265,12,furniture/equipment,good
1623,55,male,2,own,NA,NA,724,24,car,good
1624,36,male,0,own,NA,moderate,1556,9,car,good
1625,55,male,2,free,little,NA,1604,24,education,good
1626,49,female,1,rent,little,moderate,1802,18,radio/TV,good
1627,25,female,2,own,little,little,4279,20,furniture/equipment,good
1628,36,male,2,own,NA,NA,983,12,radio/TV,good
1629,25,female,0,rent,NA,moderate,7479,12,car,good
1630,25,male,2,own,little,little,9278,36,car,bad
1631,27,male,1,own,little,moderate,597,6,radio/TV,good
1632,66,male,2,own,NA,NA,937,12,radio/TV,good
1633,56,male,3,free,little,moderate,9290,42,car,good
1634,27,female,0,rent,little,moderate,1785,15,car,bad
1635,27,male,2,own,little,moderate,914,8,business,good
1636,29,male,1,own,little,moderate,491,6,radio/TV,good
1637,25,male,2,own,little,little,9636,36,car,bad
1638,55,male,2,own,little,little,3058,48,domestic appliances,bad
1639,47,male,2,free,little,little,3938,48,car,bad
1640,55,female,2,rent,little,moderate,7439,36,car,good
1641,63,male,2,own,quite rich,NA,1345,6,domestic appliances,good
1642,25,female,2,rent,little,NA,1561,6,radio/TV,good
1643,44,male,3,own,little,little,15864,36,vacation/others,good
1644,27,male,2,own,little,little,1352,18,radio/TV,bad
1645,28,male,2,own,little,NA,1108,12,car,good
1646,25,male,2,own,little,rich,3023,12,radio/TV,good
1647,42,male,2,own,little,little,2719,36,furniture/equipment,bad
1648,48,male,1,own,little,little,738,8,car,good
1649,36,male,3,own,little,NA,3787,18,furniture/equipment,good
1650,31,male,2,own,little,little,1609,21,car,good
1651,34,female,2,rent,little,little,3973,18,car,bad
1652,37,male,2,own,little,NA,4172,18,business,bad
1653,48,male,2,free,NA,little,8342,36,car,bad
1654,39,male,2,free,NA,moderate,6688,48,business,good
1655,45,male,2,own,quite rich,NA,2382,24,business,good
1656,24,female,2,rent,little,little,1223,18,car,bad
1657,30,male,2,rent,little,little,11823,45,business,bad
1658,43,female,2,own,NA,moderate,5091,24,radio/TV,good
1659,26,female,1,own,little,rich,2334,15,radio/TV,bad
1660,49,male,2,own,little,little,1089,12,car,bad
1661,22,female,2,own,NA,NA,893,12,radio/TV,good
1662,24,female,1,rent,little,NA,608,4,furniture/equipment,good
1663,64,male,2,own,little,little,2964,24,car,good
1664,47,male,2,own,little,NA,2618,24,radio/TV,good
1665,30,male,2,own,little,little,5186,36,furniture/equipment,bad
1666,29,male,1,own,little,NA,3000,21,car,good
1667,24,female,2,own,little,NA,1950,18,repairs,bad
1668,51,male,2,own,little,NA,1566,24,business,good
1669,48,male,2,own,little,NA,3429,18,furniture/equipment,good
1670,36,male,2,own,NA,moderate,3983,21,furniture/equipment,good
1671,69,male,2,rent,NA,NA,6768,18,car,bad
1672,29,male,2,own,little,NA,1256,24,car,good
1673,60,male,2,own,little,little,1371,9,radio/TV,good
1674,58,male,1,own,little,little,716,12,radio/TV,bad
1675,34,male,2,rent,little,little,2242,20,car,bad
1676,44,male,2,own,NA,NA,4049,24,car,good
1677,36,male,2,free,little,NA,1478,15,radio/TV,good
1678,33,male,1,free,little,little,1449,18,car,bad
1679,46,male,2,own,little,NA,10882,36,car,good
1680,34,male,2,own,moderate,NA,1481,24,car,good
1681,41,female,2,own,NA,NA,901,10,education,good
1682,36,female,2,own,rich,NA,1599,12,furniture/equipment,good
1683,34,female,1,rent,NA,NA,2193,15,furniture/equipment,good
1684,43,male,2,own,little,little,4160,18,furniture/equipment,bad
1685,44,male,2,rent,little,little,2632,16,car,bad
1686,45,male,2,own,NA,NA,3492,20,car,good
1687,43,male,2,free,NA,NA,10484,36,car,good
1688,41,male,2,rent,NA,NA,1393,15,radio/TV,good
1689,37,male,3,own,little,NA,1285,24,radio/TV,good
1690,21,male,3,rent,little,little,1114,12,radio/TV,good
1691,25,male,1,own,NA,little,3770,21,car,good
1692,28,male,2,own,NA,moderate,3718,36,education,good
1693,47,female,1,own,little,NA,3601,15,car,good
1694,34,female,1,own,NA,moderate,3202,9,car,good
1695,35,female,2,own,little,NA,4461,36,radio/TV,good
1696,26,female,1,own,little,moderate,4743,24,furniture/equipment,bad
1697,26,female,2,own,NA,moderate,2998,30,radio/TV,good
1698,29,male,2,own,rich,NA,2149,11,business,good
1699,32,male,2,rent,little,little,3168,24,business,bad
1700,33,female,3,own,little,moderate,18431,48,vacation/others,bad
1701,33,male,2,own,moderate,NA,2855,10,car,good
1702,69,male,3,own,little,little,14903,6,car,bad
1703,34,male,2,own,moderate,little,2366,24,furniture/equipment,bad
1704,40,male,3,rent,little,little,3352,24,furniture/equipment,bad
1705,29,female,2,own,little,NA,1824,18,furniture/equipment,good
1706,38,male,3,own,quite rich,NA,12756,48,radio/TV,good
1707,23,female,2,rent,little,little,1373,9,radio/TV,bad
1708,31,male,2,rent,little,moderate,2009,12,car,good
1709,56,male,2,own,little,little,6879,24,furniture/equipment,bad
1710,47,male,2,own,little,little,704,12,car,bad
1711,22,female,2,rent,little,little,1056,18,furniture/equipment,good
1712,40,male,2,free,little,little,10304,48,car,bad
1713,59,male,2,own,NA,NA,1874,30,radio/TV,good
1714,44,male,1,own,little,little,1351,12,car,good
1715,25,male,1,own,little,little,1754,24,furniture/equipment,good
1716,23,female,2,own,little,moderate,1677,9,radio/TV,bad
1717,31,male,2,own,little,NA,1231,9,car,good
1718,43,male,2,own,quite rich,NA,529,12,radio/TV,good
1719,24,female,2,own,little,little,1505,12,radio/TV,good
1720,31,male,3,own,moderate,moderate,1926,30,radio/TV,bad
1721,29,female,1,own,little,rich,752,9,radio/TV,bad
1722,31,male,3,rent,little,moderate,2070,6,radio/TV,good
1723,43,male,2,free,little,moderate,6295,60,education,bad
1724,47,male,3,own,NA,NA,6849,24,car,good
1725,46,male,3,own,NA,NA,3534,12,car,good
1726,32,male,1,own,little,NA,1553,10,car,good
1727,32,male,2,own,NA,NA,936,24,furniture/equipment,good
1728,43,male,1,own,little,NA,1462,4,car,good
1729,47,female,2,rent,little,little,1852,15,furniture/equipment,good
1730,31,female,2,own,quite rich,moderate,8365,48,car,good
1731,31,male,2,free,quite rich,little,3356,24,furniture/equipment,bad
1732,39,male,3,own,NA,NA,2866,12,car,good
1733,44,male,1,own,little,NA,1540,18,furniture/equipment,bad
1734,32,male,2,own,moderate,NA,3628,24,radio/TV,bad
1735,41,male,0,own,little,moderate,3597,18,business,good
1736,25,male,2,own,little,little,2152,36,business,bad
1737,29,female,2,rent,quite rich,moderate,4120,24,car,bad
1738,27,female,3,own,little,NA,10981,36,furniture/equipment,bad
1739,30,female,2,own,little,little,1900,12,car,good
1740,58,female,3,rent,rich,little,1238,24,radio/TV,good
1741,50,male,1,own,NA,rich,3663,30,radio/TV,good
1742,38,male,1,own,little,moderate,1161,9,radio/TV,good
1743,46,male,1,own,little,little,4013,28,car,bad
1744,31,male,2,free,moderate,moderate,3076,24,furniture/equipment,good
1745,31,male,2,rent,little,NA,1747,6,radio/TV,good
1746,48,male,2,own,little,moderate,2360,21,car,good
1747,30,male,2,own,NA,NA,3563,15,car,good
1748,36,male,2,own,quite rich,NA,2404,24,radio/TV,bad
1749,23,male,1,own,little,moderate,461,6,repairs,good
1750,27,female,2,own,NA,moderate,1722,30,radio/TV,good
1751,24,male,1,own,quite rich,moderate,2527,27,radio/TV,bad
1752,55,female,3,rent,little,NA,3575,15,radio/TV,good
1753,30,male,2,rent,NA,NA,7173,42,radio/TV,good
1754,41,male,1,own,little,little,3946,11,car,good
1755,23,male,2,own,moderate,moderate,1521,15,repairs,good
1756,44,male,1,own,little,NA,7400,24,car,good
1757,30,female,0,rent,little,little,1200,24,car,bad
1758,37,male,2,rent,little,little,7304,60,business,bad
1759,34,female,2,own,little,NA,2838,30,radio/TV,good
1760,58,female,1,own,quite rich,rich,1265,24,radio/TV,good
1761,65,female,2,own,little,moderate,760,6,radio/TV,good
1762,43,male,2,own,NA,moderate,2434,18,business,good
1763,48,male,1,own,little,NA,2545,24,car,bad
1764,26,male,2,rent,moderate,moderate,1271,15,car,bad
1765,50,male,2,own,little,moderate,8393,30,furniture/equipment,bad
1766,34,male,3,rent,little,NA,4851,48,business,bad
1767,29,female,3,own,moderate,rich,2930,21,car,good
1768,27,male,2,own,little,little,8236,36,car,bad
1769,31,male,1,own,little,NA,2035,24,furniture/equipment,good
1770,26,female,2,rent,little,little,1440,15,furniture/equipment,good
1771,34,male,2,own,little,rich,6296,42,business,good
1772,65,female,2,own,moderate,NA,1416,13,radio/TV,good
1773,30,male,3,free,little,little,6586,24,car,good
1774,49,male,1,own,little,moderate,1750,24,radio/TV,good
1775,38,male,1,own,NA,NA,3572,12,education,good
1776,35,male,1,own,moderate,NA,1576,15,radio/TV,good
1777,24,male,1,rent,NA,little,1943,18,radio/TV,good
1778,31,male,3,own,little,little,3966,36,furniture/equipment,good
1779,51,male,2,own,NA,NA,2397,12,car,good
1780,32,female,1,own,little,NA,1743,12,furniture/equipment,good
1781,41,male,3,own,little,little,3864,30,car,good
1782,24,male,2,own,little,rich,3920,36,radio/TV,good
1783,25,male,1,rent,little,little,3028,24,furniture/equipment,good
1784,65,female,2,own,little,NA,1371,10,car,good
1785,27,male,1,own,little,moderate,632,12,radio/TV,good
1786,24,female,2,rent,NA,little,1207,12,education,good
1787,31,male,2,own,little,NA,714,12,radio/TV,good
1788,33,male,2,own,NA,NA,2985,24,business,good
1789,31,male,2,own,little,NA,4664,15,car,good
1790,28,male,2,own,little,NA,2620,36,repairs,good
1791,28,male,2,own,rich,moderate,10968,48,radio/TV,bad
1792,54,male,3,free,little,little,7872,12,furniture/equipment,bad
1793,23,male,2,own,little,NA,1485,9,radio/TV,bad
1794,23,male,2,free,little,little,3156,24,furniture/equipment,good
1795,27,male,2,own,little,rich,4217,36,radio/TV,bad
1796,52,male,1,free,quite rich,NA,2514,9,car,good
1797,36,male,2,own,moderate,NA,2148,12,radio/TV,good
1798,26,male,1,own,little,moderate,873,18,radio/TV,good
1799,43,male,1,own,little,NA,1551,4,radio/TV,good
1800,31,male,3,own,little,little,1830,24,radio/TV,bad
1801,24,male,0,own,NA,moderate,14562,6,car,bad
1802,62,male,1,rent,moderate,moderate,2774,21,business,bad
1803,36,female,2,own,little,NA,1298,12,radio/TV,good
1804,40,male,2,own,little,little,2529,30,radio/TV,good
1805,30,female,2,own,NA,little,922,24,car,bad
1806,52,male,2,own,little,NA,1602,6,radio/TV,good
1807,25,male,2,free,little,little,4612,48,car,bad
1808,28,female,2,own,little,NA,1192,12,business,good
1809,36,female,1,own,quite rich,NA,3454,12,education,good
1810,27,male,1,own,little,moderate,597,6,radio/TV,good
1811,66,male,2,own,NA,NA,937,12,radio/TV,good
1812,56,male,3,free,little,moderate,9290,42,car,good
1813,27,female,0,rent,little,moderate,1785,15,car,bad
1814,27,male,2,own,little,moderate,914,8,business,good
1815,29,male,1,own,little,moderate,491,6,radio/TV,good
1816,25,male,2,own,little,little,9636,36,car,bad
1817,55,male,2,own,little,little,3058,48,domestic appliances,bad
1818,47,male,2,free,little,little,3938,48,car,bad
1819,55,female,2,rent,little,moderate,7439,36,car,good
1820,63,male,2,own,quite rich,NA,1345,6,domestic appliances,good
1821,25,female,2,rent,little,NA,1561,6,radio/TV,good
1822,44,male,3,own,little,little,15864,36,vacation/others,good
1823,27,male,2,own,little,little,1352,18,radio/TV,bad
1824,28,male,2,own,little,NA,1108,12,car,good
1825,25,male,2,own,little,rich,3023,12,radio/TV,good
1826,42,male,2,own,little,little,2719,36,furniture/equipment,bad
1827,48,male,1,own,little,little,738,8,car,good
1828,36,male,3,own,little,NA,3787,18,furniture/equipment,good
1829,31,male,2,own,little,little,1609,21,car,good
1830,34,female,2,rent,little,little,3973,18,car,bad
1831,37,male,2,own,little,NA,4172,18,business,bad
1832,48,male,2,free,NA,little,8342,36,car,bad
1833,39,male,2,free,NA,moderate,6688,48,business,good
1834,45,male,2,own,quite rich,NA,2382,24,business,good
1835,24,female,2,rent,little,little,1223,18,car,bad
1836,30,male,2,rent,little,little,11823,45,business,bad
1837,43,female,2,own,NA,moderate,5091,24,radio/TV,good
1838,26,female,1,own,little,rich,2334,15,radio/TV,bad
1839,49,male,2,own,little,little,1089,12,car,bad
1840,22,female,2,own,NA,NA,893,12,radio/TV,good
1841,24,female,1,rent,little,NA,608,4,furniture/equipment,good
1842,64,male,2,own,little,little,2964,24,car,good
1843,47,male,2,own,little,NA,2618,24,radio/TV,good
1844,30,male,2,own,little,little,5186,36,furniture/equipment,bad
1845,29,male,1,own,little,NA,3000,21,car,good
1846,24,female,2,own,little,NA,1950,18,repairs,bad
1847,51,male,2,own,little,NA,1566,24,business,good
1848,48,male,2,own,little,NA,3429,18,furniture/equipment,good
1849,36,male,2,own,NA,moderate,3983,21,furniture/equipment,good
1850,69,male,2,rent,NA,NA,6768,18,car,bad
1851,29,male,2,own,little,NA,1256,24,car,good
1852,60,male,2,own,little,little,1371,9,radio/TV,good
1853,58,male,1,own,little,little,716,12,radio/TV,bad
1854,34,male,2,rent,little,little,2242,20,car,bad
1855,44,male,2,own,NA,NA,4049,24,car,good
1856,36,male,2,free,little,NA,1478,15,radio/TV,good
1857,33,male,1,free,little,little,1449,18,car,bad
1858,46,male,2,own,little,NA,10882,36,car,good
1859,34,male,2,own,moderate,NA,1481,24,car,good
1860,41,female,2,own,NA,NA,901,10,education,good
1861,29,male,2,free,little,NA,3350,15,furniture/equipment,good
1862,30,female,2,own,little,little,3966,15,car,bad
1863,27,male,2,rent,moderate,NA,3584,9,car,good
1864,28,male,2,own,rich,NA,5811,24,car,good
1865,29,male,2,own,little,NA,2176,18,business,bad
1866,36,female,2,own,little,little,2446,24,radio/TV,bad
1867,33,male,1,own,rich,NA,4533,27,furniture/equipment,good
1868,26,male,1,rent,little,NA,2217,10,furniture/equipment,bad
1869,21,female,2,rent,quite rich,NA,2228,15,furniture/equipment,good
1870,28,female,2,own,little,little,2396,18,radio/TV,good
1871,43,male,2,own,little,NA,3338,12,furniture/equipment,good
1872,38,male,2,own,NA,NA,7416,36,business,good
1873,25,female,2,rent,little,little,659,12,furniture/equipment,good
1874,41,female,2,own,quite rich,NA,7685,36,furniture/equipment,good
1875,47,male,2,own,little,rich,1350,6,car,good
1876,27,male,2,own,moderate,little,1389,24,business,good
1877,25,female,2,own,NA,NA,881,15,domestic appliances,good
1878,30,male,1,own,little,little,3597,12,furniture/equipment,good
1879,41,female,2,own,rich,moderate,1329,11,car,good
1880,37,male,3,free,little,little,1947,18,radio/TV,good
1881,29,male,2,own,little,NA,3602,36,radio/TV,good
1882,28,male,3,free,little,little,1429,9,car,bad
1883,37,male,2,own,NA,NA,6749,30,radio/TV,good
